proto,state,service,dur,sbytes,dbytes,spkts,dpkts,sload,dload,sttl,dttl,smean,dmean,sinpkt,label
udp,INT,dns,9e-06,114,0,2,0,50666664.0,0.0,254,0,57,0,0.009,1
tcp,FIN,-,0.005974,1920,4312,22,24,2454636.75,5534650.5,31,29,87,180,0.268571,0
tcp,FIN,-,0.024881,3182,39076,52,54,1003496.625,12331659.0,31,29,61,724,0.49126,0
tcp,FIN,-,0.368609,588,268,10,6,11502.70313,4861.52002,254,252,59,45,40.956556,0
udp,INT,-,4e-06,1064,0,2,0,1064000000.0,0.0,254,0,532,0,0.004,0
udp,CON,-,0.271162,568,312,4,4,12568.13281,6903.62207,31,29,142,78,85.345664,0
tcp,FIN,-,0.027328,3062,32642,50,50,878512.875,9364754.0,31,29,61,653,0.561333,0
udp,INT,dns,5e-06,114,0,2,0,91200000.0,0.0,254,0,57,0,0.005,1
tcp,FIN,-,0.990544,4480,3080,28,30,34889.91797,24051.42969,31,29,160,103,36.675631,0
udp,CON,dns,0.001016,146,178,2,2,574803.125,700787.375,31,29,73,89,0.001,0
tcp,FIN,-,0.403619,5048,3080,28,30,96487.03906,59025.96484,31,29,180,103,14.936592,0
udp,CON,-,0.060139,520,304,4,4,51879.8125,30329.73633,31,29,130,76,15.000333,0
tcp,FIN,http,1.257029,1580,10168,12,18,9221.744141,61121.89844,31,29,132,565,114.242999,0
tcp,FIN,smtp,0.418864,37268,3380,52,42,698116.8125,63027.61719,31,29,717,80,8.206137,0
tcp,FIN,-,2.724977,13246,548216,230,438,38720.32813,1605782.375,31,29,58,1252,12.00296,0
udp,CON,-,0.001686,544,304,4,4,1935943.0,1081850.5,31,29,136,76,0.434,0
udp,INT,dns,4e-06,114,0,2,0,114000000.0,0.0,254,0,57,0,0.004,1
udp,INT,dns,3e-06,114,0,2,0,152000000.0,0.0,254,0,57,0,0.003,1
udp,INT,dns,3e-06,114,0,2,0,152000000.0,0.0,254,0,57,0,0.003,1
udp,CON,dns,0.00102,130,162,2,2,509803.9375,635294.125,31,29,65,81,0.009,0
udp,CON,dns,8.904231,120,60800,2,800,53.906956,54557.43359,62,252,60,76,0.009,1
tcp,FIN,-,2.763205,2234,253538,46,208,6328.882324,730514.0,62,252,49,1219,61.390689,1
tcp,FIN,-,1.200278,68023,612,60,14,445830.0313,3792.45459,254,252,1134,44,19.647899,0
tcp,FIN,http,0.87981,838,1090,10,8,6865.118652,8674.600586,62,252,84,136,97.756667,1
udp,INT,dns,7e-06,114,0,2,0,65142856.0,0.0,254,0,57,0,0.007,1
tcp,FIN,ftp,0.513604,2524,602,10,8,35389.13281,8208.65918,254,252,252,75,53.541111,1
tcp,FIN,-,2.866916,1016,3596,18,18,2678.836914,9479.175781,62,252,56,200,168.642118,1
udp,CON,dns,0.001074,146,178,2,2,543761.625,662942.25,31,29,73,89,0.009,0
udp,CON,dns,0.001059,146,178,2,2,551463.625,672332.375,31,29,73,89,0.009,0
tcp,FIN,-,0.005568,2054,2478,22,24,2817528.75,3412356.25,31,29,93,103,0.248238,0
tcp,FIN,-,0.154883,502,268,10,6,23346.65625,11570.02441,254,252,50,45,16.306778,0
tcp,CON,-,0.135058,986,86,6,2,48690.19141,2547.053955,62,252,164,43,27.0116,0
arp,INT,-,0.0,46,0,1,0,0.0,0.0,0,0,46,0,60000.716,0
udp,INT,-,9e-06,168,0,2,0,74666664.0,0.0,254,0,84,0,0.009,1
udp,INT,-,5e-06,104,0,2,0,83200000.0,0.0,254,0,52,0,0.005,0
tcp,FIN,ftp,3.329142,700,682,14,12,1561.963989,1504.291504,254,252,50,57,243.940923,0
udp,INT,-,1e-05,926,0,2,0,370400000.0,0.0,254,0,463,0,0.01,0
tcp,FIN,http,1.009875,1684,10168,14,18,12389.65137,76080.69531,31,29,120,565,77.653154,0
tcp,FIN,-,0.706434,1514,556,16,10,16080.76563,5673.565918,254,252,95,56,46.030132,0
tcp,FIN,ssh,0.006501,3728,5474,32,24,4444854.5,6455622.5,31,29,117,228,0.2167,0
tcp,FIN,ssh,0.020493,9504,12194,108,112,3675791.5,4718098.5,31,29,88,109,0.195835,0
udp,INT,-,1.1e-05,1064,0,2,0,386909088.0,0.0,254,0,532,0,0.011,0
udp,CON,-,0.001577,536,304,4,4,2039315.125,1156626.5,31,29,134,76,0.409333,0
udp,INT,-,5e-06,78,0,2,0,62400000.0,0.0,254,0,39,0,0.005,0
udp,INT,dns,3e-06,114,0,2,0,152000000.0,0.0,254,0,57,0,0.003,1
ip,INT,-,3e-06,180,0,2,0,239999984.0,0.0,254,0,90,0,0.003,1
tcp,FIN,-,0.026914,3598,48710,60,62,1051943.25,14245374.0,31,29,60,786,0.458362,0
tcp,FIN,http,1.00586,1580,10168,12,18,11524.4668,76384.39063,31,29,132,565,91.410727,0
tcp,FIN,ftp-data,0.246387,320,1838,6,8,8669.288086,52243.01563,31,29,53,230,49.2138,0
udp,INT,dns,3e-06,114,0,2,0,152000000.0,0.0,254,0,57,0,0.003,1
tcp,FIN,-,0.094609,4862,75600,84,86,406303.8438,6318299.5,31,29,58,879,1.135422,0
tcp,FIN,ssh,0.00604,3728,5474,32,24,4784106.0,6948344.5,31,29,117,228,0.201333,0
tcp,FIN,http,0.004431,1052,824,8,10,1662830.125,1339652.5,31,29,132,82,0.58,0
udp,INT,-,9e-06,168,0,2,0,74666664.0,0.0,254,0,84,0,0.009,1
tcp,FIN,-,0.005745,2054,2478,22,24,2730722.25,3307223.5,31,29,93,103,0.257,0
tcp,FIN,-,1.438401,68107,612,58,14,372263.375,3164.625244,254,252,1174,44,25.219526,0
udp,CON,-,0.004936,568,320,4,4,690437.625,388978.9375,31,29,142,80,1.247333,0
tcp,FIN,-,1.282109,2516,354,10,8,14132.96387,1934.312866,254,252,252,44,135.688444,1
tcp,FIN,-,0.902976,1262,732,12,8,10250.54981,5678.999512,254,252,105,92,79.038638,1
udp,INT,dns,3e-06,114,0,2,0,152000000.0,0.0,254,0,57,0,0.003,1
udp,CON,dns,0.001053,146,178,2,2,554605.875,676163.375,31,29,73,89,0.009,0
arp,INT,-,0.0,46,0,1,0,0.0,0.0,0,0,46,0,60000.704,0
tcp,FIN,-,0.018292,1540,1644,16,18,631532.875,679204.0,31,29,96,91,1.1982,0
tcp,CON,-,0.403993,978,86,6,2,16138.89356,851.499878,62,252,163,43,80.7986,0
tcp,FIN,-,0.029895,3806,51808,64,66,1002709.5,13654190.0,31,29,59,785,0.469508,0
udp,INT,dns,4e-06,114,0,2,0,114000000.0,0.0,254,0,57,0,0.004,1
tcp,FIN,ssh,0.230864,3728,5474,32,24,125164.5938,181786.6719,31,29,117,228,7.447226,0
tcp,FIN,http,0.242887,808,5074,10,10,23978.22852,150423.8594,62,252,81,507,26.987444,1
tcp,FIN,-,0.018245,1540,1644,16,18,633159.75,680953.6875,31,29,96,91,1.1958,0
sprite-rpc,INT,-,1e-05,200,0,2,0,80000000.0,0.0,254,0,100,0,0.01,1
tcp,FIN,-,0.04732,4862,75600,84,86,812341.5,12632460.0,31,29,58,879,0.565928,0
udp,CON,-,0.002453,520,304,4,4,1271911.875,743579.25,31,29,130,76,0.429,0
tcp,FIN,-,0.010929,2438,19266,38,40,1737762.0,13750572.0,31,29,64,482,0.3008,0
tcp,FIN,-,3.235654,564,354,10,8,1256.005737,766.460144,254,252,56,44,353.383222,1
tcp,FIN,-,0.080104,1958,2308,22,24,186657.3438,220912.8125,31,29,89,96,3.796905,0
tcp,FIN,-,0.33824,4536,3080,28,30,103453.1719,70435.19531,31,29,162,103,12.515185,0
tcp,FIN,-,0.004456,1470,1728,22,14,2520646.25,2881508.0,31,29,67,123,0.21219,0
tcp,FIN,-,0.023895,2958,33044,48,50,969910.0625,10842101.0,31,29,62,661,0.50183,0
tcp,CON,-,0.139596,986,86,6,2,47107.36719,2464.253906,62,252,164,43,27.9192,0
udp,CON,dns,0.001057,146,178,2,2,552507.0625,673604.5,31,29,73,89,0.009,0
udp,INT,-,9e-06,168,0,2,0,74666664.0,0.0,254,0,84,0,0.009,1
tcp,FIN,-,0.592565,2292,354,10,8,27851.79688,4185.194824,254,252,229,44,63.927111,1
tcp,FIN,-,0.043001,2438,19266,38,40,441664.1563,3494802.5,31,29,64,482,1.219829,0
ippc,INT,-,3e-06,200,0,2,0,266666656.0,0.0,254,0,100,0,0.003,1
unas,INT,-,9e-06,200,0,2,0,88888888.0,0.0,254,0,100,0,0.009,1
tcp,FIN,http,1.008966,1684,10168,14,18,12400.81445,76149.25,31,29,120,565,77.587002,0
tcp,FIN,-,0.696305,534,354,10,8,5526.313965,3561.657715,254,252,53,44,77.359,0
udp,INT,dns,1e-06,114,0,2,0,456000000.0,0.0,254,0,57,0,0.001,1
wsn,INT,-,1e-05,200,0,2,0,80000000.0,0.0,254,0,100,0,0.01,1
udp,CON,dns,0.001023,146,178,2,2,570870.0,695992.1875,31,29,73,89,0.004,0
tcp,FIN,-,0.21353,3598,48918,60,62,132590.2656,1803175.125,31,29,60,789,3.613322,0
udp,CON,dns,0.001034,146,178,2,2,564796.9375,688588.0625,31,29,73,89,0.01,0
crtp,INT,-,3e-06,200,0,2,0,266666656.0,0.0,254,0,100,0,0.003,1
udp,CON,dns,0.001052,146,178,2,2,555133.0625,676806.125,31,29,73,89,0.008,0
tcp,FIN,smtp,1.395496,4707,1830,24,20,25860.33984,9969.214844,62,252,196,92,63.431636,1
tcp,FIN,http,1.346519,786,2896,10,8,4206.401855,15055.11621,62,252,79,362,149.613222,1
udp,CON,-,0.001749,544,304,4,4,1866209.25,1042881.625,31,29,136,76,0.458,0
tcp,FIN,http,0.589952,694,268,10,6,8475.265625,3037.5354,254,252,69,45,62.99,1
tcp,FIN,-,0.017889,2974,30506,48,50,1302700.0,13369556.0,31,29,62,610,0.373809,0
tcp,FIN,-,0.055324,4238,63516,72,74,604439.3125,9060516.0,31,29,59,858,0.773845,0
tcp,FIN,http,1.089117,1684,10168,14,18,11488.20508,70545.21875,31,29,120,565,83.751618,0
tcp,FIN,-,0.032958,4238,63516,72,74,1014624.625,15209175.0,31,29,59,858,0.466314,0
tcp,FIN,http,0.565692,818,1508,10,10,10422.63281,19204.79688,62,252,82,151,62.854667,1
udp,CON,-,0.004569,568,320,4,4,745896.25,420223.25,31,29,142,80,1.167,0
tcp,FIN,-,0.932043,934,556,16,10,7518.966309,4300.230469,254,252,58,56,60.148598,0
tcp,FIN,http,0.309704,820,1336,10,8,19063.36328,30196.57422,62,252,82,167,34.411556,0
tcp,FIN,http,1.032775,1580,10168,12,18,11224.12891,74393.74219,31,29,132,565,93.855361,0
arp,INT,-,0.0,46,0,1,0,0.0,0.0,0,0,46,0,60000.72,0
tcp,FIN,ftp-data,0.911285,8928,320,14,6,72785.13281,2343.942871,31,29,638,53,70.098845,0
udp,CON,dns,0.001084,146,178,2,2,538745.375,656826.5625,31,29,73,89,0.008,0
udp,CON,-,0.001515,520,304,4,4,2059405.875,1203960.375,31,29,130,76,0.384,0
tcp,FIN,ftp,0.846776,2934,3740,52,54,27190.18945,34682.13672,31,29,56,69,16.929281,0
udp,INT,dns,4e-06,114,0,2,0,114000000.0,0.0,254,0,57,0,0.004,1
tcp,FIN,ftp-data,0.223554,424,8824,8,12,13276.43457,289469.2188,31,29,53,735,31.889142,0
udp,CON,dns,0.001065,146,178,2,2,548356.8125,668544.625,31,29,73,89,0.009,0
udp,CON,dns,0.001069,130,162,2,2,486435.9375,606174.0,31,29,65,81,0.008,0
tcp,FIN,-,1.546692,8834,354,14,8,42428.61328,1603.421997,254,252,631,44,116.226464,0
udp,INT,-,6e-06,2144,0,2,0,1429333248.0,0.0,254,0,1072,0,0.006,0
tcp,FIN,-,0.043962,3806,51808,64,66,681861.5625,9285109.0,31,29,59,785,0.692778,0
tcp,FIN,-,0.584837,534,268,10,6,6579.61084,3064.101562,254,252,53,45,11755.9096,1
tcp,CON,-,0.659477,978,86,6,2,9886.62207,521.625488,62,252,163,43,131.8954,0
tcp,FIN,-,2.284897,1540,1644,16,18,5055.807617,5437.443848,31,29,96,91,152.305871,0
tcp,FIN,-,0.981119,3328,764,14,14,25203.875,5789.308105,254,252,238,55,75.470695,0
udp,CON,dns,0.00103,146,178,2,2,566990.25,691262.125,31,29,73,89,0.009,0
udp,INT,dns,8e-06,114,0,2,0,57000000.0,0.0,254,0,57,0,0.008,1
tcp,FIN,ftp-data,0.006534,528,8824,10,12,582797.6875,9903887.0,31,29,53,735,0.691111,0
tcp,FIN,-,0.913163,2156,556,16,10,17714.25195,4389.139648,254,252,135,56,60.860866,0
hmp,INT,-,3e-06,200,0,2,0,266666656.0,0.0,254,0,100,0,0.003,1
arp,CON,-,34.374554,56,92,2,2,6.516448,10.705593,0,0,28,46,34373.548,0
udp,INT,-,6e-06,104,0,2,0,69333328.0,0.0,254,0,52,0,0.006,1
tcp,FIN,http,1.376469,790,1128,10,10,4132.3125,5904.963867,62,252,79,113,152.853444,1
tcp,FIN,-,0.761553,1004,776,12,8,9674.966797,7132.793457,254,252,84,97,65.375997,0
ospf,INT,-,6e-06,200,0,2,0,133333328.0,0.0,254,0,100,0,0.006,1
tcp,FIN,-,0.025272,2958,32642,48,50,917062.3125,10126622.0,31,29,62,653,0.540739,0
tcp,FIN,-,0.104915,3182,39076,52,54,237983.125,2924500.75,31,29,61,724,2.051079,0
udp,CON,-,0.001757,536,304,4,4,1830392.75,1038133.188,31,29,134,76,0.445,0
udp,CON,dns,0.001057,132,164,2,2,499526.9688,620624.375,31,29,66,82,0.009,0
tcp,FIN,-,0.811794,20976,440,22,10,197321.0,3902.468018,62,252,953,44,36.493191,1
tcp,FIN,smtp,0.035854,37230,3380,52,42,8147487.0,736319.5,31,29,716,80,0.7099,0
udp,INT,dns,9e-06,114,0,2,0,50666664.0,0.0,254,0,57,0,0.009,1
tcp,CON,-,0.334218,986,86,6,2,19675.78125,1029.268311,62,252,164,43,66.8436,0
tcp,FIN,-,0.085865,5070,83812,88,92,467058.75,7723845.5,31,29,58,911,0.994802,0
tcp,FIN,ftp-data,0.00491,8928,320,14,6,13508757.0,435030.5313,31,29,638,53,0.377692,0
udp,CON,-,0.008137,568,304,4,4,418827.5938,224161.25,31,29,142,76,2.326,0
udp,CON,dns,0.001065,146,178,2,2,548356.8125,668544.625,31,29,73,89,0.009,0
wb-mon,INT,-,1e-06,200,0,2,0,800000000.0,0.0,254,0,100,0,0.001,1
unas,INT,-,1e-05,200,0,2,0,80000000.0,0.0,254,0,100,0,0.01,1
tcp,FIN,-,0.525375,616,268,10,6,8451.106445,3410.896973,254,252,62,45,52.711444,0
udp,INT,dns,8e-06,114,0,2,0,57000000.0,0.0,254,0,57,0,0.008,1
tcp,FIN,-,0.170997,1470,1728,22,14,65685.36719,75089.03906,31,29,67,123,8.142714,0
tcp,FIN,http,0.685257,850,1274,10,8,8930.956055,13017.01367,62,252,85,159,76.139667,0
udp,CON,dns,0.00101,132,164,2,2,522772.2813,649504.9375,31,29,66,82,0.009,0
srp,INT,-,9e-06,200,0,2,0,88888888.0,0.0,254,0,100,0,0.009,1
unas,INT,-,4e-06,200,0,2,0,200000000.0,0.0,254,0,100,0,0.004,1
tcp,FIN,smtp,0.02049,37372,3276,52,40,14310981.0,1247437.75,31,29,719,82,0.410837,0
ddx,INT,-,9e-06,200,0,2,0,88888888.0,0.0,254,0,100,0,0.009,1
tcp,FIN,-,0.035298,3598,48710,60,62,802085.0625,10861805.0,31,29,60,786,0.592068,0
tcp,FIN,-,0.028973,3806,51808,64,66,1034618.438,14088703.0,31,29,59,785,0.454254,0
udp,CON,dns,0.001019,146,178,2,2,573110.9375,698724.25,31,29,73,89,0.008,0
tcp,FIN,http,1.005823,1580,10168,12,18,11524.89063,76387.19531,31,29,132,565,91.407545,0
tcp,FIN,-,2.360717,608,646,10,10,1857.062866,1972.282104,254,252,61,65,262.301889,1
arp,INT,-,0.0,46,0,1,0,0.0,0.0,0,0,46,0,60000.68,0
tcp,FIN,http,1.005838,1580,10168,12,18,11524.71875,76386.05469,31,29,132,565,91.402366,0
udp,CON,dns,0.001073,146,178,2,2,544268.375,663560.125,31,29,73,89,0.01,0
udp,INT,-,9e-06,104,0,2,0,46222220.0,0.0,254,0,52,0,0.009,0
udp,CON,dns,0.001075,130,162,2,2,483720.9063,602790.6875,31,29,65,81,0.009,0
tcp,FIN,-,0.435972,3744,19084,48,52,67270.375,343453.25,31,29,78,367,9.470108,0
argus,INT,-,2.4e-05,180,0,2,0,29999998.0,0.0,254,0,90,0,0.024,1
ipip,INT,-,9e-06,200,0,2,0,88888888.0,0.0,254,0,100,0,0.009,1
tcp,FIN,ftp,3.726108,1244,1642,24,22,2561.385742,3366.515381,62,252,52,75,161.967129,1
tcp,REQ,-,9e-06,90,0,2,0,40000000.0,0.0,254,0,45,0,0.009,0
tcp,FIN,-,0.719197,564,354,10,8,5650.746582,3448.290283,254,252,56,44,79.316778,1
tcp,FIN,ftp,0.022616,2934,3740,52,54,1018040.313,1298549.625,31,29,56,69,0.436647,0
udp,CON,-,0.001689,544,304,4,4,1932504.375,1079928.875,31,29,136,76,0.439333,0
udp,CON,dns,0.001047,146,178,2,2,557784.125,680038.1875,31,29,73,89,0.009,0
tcp,FIN,-,0.331907,4256,3080,28,30,98919.27344,71779.14063,31,29,152,103,12.28,0
tcp,FIN,-,0.046341,2542,23508,40,42,427957.9688,3961761.75,31,29,64,560,1.178872,0
udp,INT,dns,8e-06,114,0,2,0,57000000.0,0.0,254,0,57,0,0.008,1
udp,INT,dns,9e-06,114,0,2,0,50666664.0,0.0,254,0,57,0,0.009,1
udp,CON,dns,0.001015,146,178,2,2,575369.4375,701477.8125,31,29,73,89,0.01,0
tcp,FIN,http,1.550619,936,268,10,6,4349.230957,1155.66748,254,252,94,45,167.599667,1
tcp,FIN,-,0.976592,1060,824,12,10,7962.383301,6078.280273,254,252,88,82,86.340727,1
udp,INT,dns,5e-06,114,0,2,0,91200000.0,0.0,254,0,57,0,0.005,1
tcp,FIN,-,0.036888,3614,45696,60,62,770765.5625,9750380.0,31,29,60,737,0.630638,0
tcp,FIN,-,0.988276,564,354,10,8,4112.211426,2509.42041,254,252,56,44,101.111556,1
udp,CON,dns,0.001043,130,162,2,2,498561.8438,621284.75,31,29,65,81,0.009,0
tcp,FIN,-,0.549328,628,268,10,6,8242.797852,3262.16748,254,252,63,45,57.683556,0
tcp,FIN,-,0.629218,5846,268,12,6,68135.36719,2847.979736,254,252,487,45,55.085275,1
unas,INT,-,5e-06,200,0,2,0,160000000.0,0.0,254,0,100,0,0.005,1
tcp,FIN,http,1.11603,1684,10168,14,18,11211.16797,68844.03125,31,29,120,565,85.82,0
irtp,INT,-,7e-06,200,0,2,0,114285712.0,0.0,254,0,100,0,0.007,1
tcp,FIN,http,1.36843,900,20064,12,22,4823.04541,111964.8047,62,252,75,912,124.402733,1
udp,INT,-,3e-06,1064,0,2,0,1418666624.0,0.0,254,0,532,0,0.003,0
udp,INT,dns,2e-06,114,0,2,0,228000000.0,0.0,254,0,57,0,0.002,1
udp,CON,dns,0.001073,146,178,2,2,544268.375,663560.125,31,29,73,89,0.01,0
tcp,FIN,-,0.094992,5174,83812,90,92,430941.5625,6981725.0,31,29,57,911,1.075648,0
tcp,FIN,-,0.011882,2230,13500,34,36,1457667.125,8836896.0,31,29,66,375,0.350515,0
udp,CON,-,0.001714,520,304,4,4,1820303.375,1064177.375,31,29,130,76,0.443,0
udp,INT,-,1e-05,1064,0,2,0,425600000.0,0.0,254,0,532,0,0.01,0
udp,INT,dns,6e-06,114,0,2,0,76000000.0,0.0,254,0,57,0,0.006,1
arp,INT,-,0.0,46,0,1,0,0.0,0.0,0,0,46,0,60000.612,0
tcp,FIN,-,0.020151,2542,23508,40,42,984169.5,9110813.0,31,29,64,560,0.536054,0
tcp,FIN,-,0.404526,5048,3080,28,30,96270.69531,58893.62109,31,29,180,103,14.970593,0
udp,CON,-,2.578153,520,304,4,4,1210.168701,707.483276,31,29,130,76,803.000312,0
tcp,FIN,http,0.614917,784,2074,10,8,9184.979492,23612.94336,62,252,78,259,68.324111,1
gmtp,INT,-,9e-06,200,0,2,0,88888888.0,0.0,254,0,100,0,0.009,1
tcp,FIN,-,0.613146,7858,268,14,6,95207.33594,2922.631836,254,252,561,45,40.742078,1
tcp,FIN,-,0.047772,2958,33044,48,50,485137.7188,5423093.0,31,29,62,661,1.03163,0
udp,CON,-,0.086169,568,312,4,4,39550.1875,21724.75,31,29,142,78,23.662,0
udp,CON,dns,0.001062,130,162,2,2,489642.1563,610169.4375,31,29,65,81,0.009,0
tcp,FIN,-,0.005335,2054,2478,22,24,2940581.25,3561387.25,31,29,93,103,0.237524,0
tcp,FIN,-,0.723689,972,556,16,10,10081.67871,5538.290527,254,252,61,56,46.940133,0
sctp,CON,-,0.315915,152,82,2,2,1924.568359,1038.254028,254,60,76,41,0.009,1
tcp,FIN,http,0.499141,918,18478,12,20,13495.18457,281363.375,62,252,77,924,45.376454,1
udp,CON,dns,0.001083,146,178,2,2,539242.875,657433.0625,31,29,73,89,0.009,0
dgp,INT,-,3e-06,200,0,2,0,266666656.0,0.0,254,0,100,0,0.003,1
gre,INT,-,5e-06,200,0,2,0,160000000.0,0.0,254,0,100,0,0.005,1
tcp,FIN,-,1.124029,610,354,10,8,3907.372314,2206.348633,254,252,61,44,120.746778,0
tcp,FIN,http,1.011945,1684,10168,14,18,12364.30859,75925.07813,31,29,120,565,77.815846,0
udp,CON,dns,0.001089,146,178,2,2,536271.8125,653810.8125,31,29,73,89,0.008,0
udp,INT,dns,8e-06,114,0,2,0,57000000.0,0.0,254,0,57,0,0.008,1
udp,CON,dns,0.001048,146,178,2,2,557251.9375,679389.375,31,29,73,89,0.009,0
tcp,FIN,-,0.117466,3926,57474,66,68,263361.3125,3856707.5,31,29,59,845,1.858587,0
tcp,FIN,-,1.031577,68183,612,60,14,519957.3125,4412.661621,254,252,1136,44,16.679525,0
tcp,FIN,-,0.035318,3614,50036,60,62,805028.625,11151028.0,31,29,60,807,0.592729,0
tcp,FIN,http,0.199888,890,268,10,6,32057.95117,8965.020508,254,252,89,45,20.516778,1
tcp,FIN,http,1.166593,18786,1087890,352,746,128462.9766,7450290.0,31,29,53,1458,3.322664,0
tcp,FIN,-,0.094903,2958,33044,48,50,244207.25,2729861.0,31,29,62,661,2.012404,0
tcp,FIN,http,1.153419,1684,10168,14,18,10847.74902,66612.39063,31,29,120,565,88.697151,0
tcp,FIN,-,5.035037,13454,548216,234,438,21286.03906,869054.1875,31,29,57,1252,21.608279,0
tcp,FIN,smtp,1.348557,53466,1832,58,24,311710.9688,10417.06055,62,252,922,76,23.658894,1
tcp,FIN,http,1.007245,1580,10168,12,18,11508.62109,76279.35938,31,29,132,565,91.535639,0
ospf,REQ,-,58.411156,13600,0,50,0,1825.404785,0.0,254,0,272,0,1242.1865,1
tcp,FIN,http,0.655292,806,1240,10,8,8863.224609,13246.00391,62,252,81,155,72.810222,0
tcp,CON,-,0.489106,978,86,6,2,13330.44336,703.324036,62,252,163,43,97.8212,0
tcp,FIN,smtp,0.500767,37938,3484,54,44,594863.5,54396.55469,31,29,703,79,9.442057,0
tcp,FIN,-,0.03493,2542,23508,40,42,567764.125,5255998.0,31,29,64,560,0.887538,0
tcp,FIN,-,0.707818,534,268,10,6,5436.425781,2531.724365,254,252,53,45,78.539,0
unas,INT,-,3e-06,200,0,2,0,266666656.0,0.0,254,0,100,0,0.003,1
tcp,FIN,-,4.34164,2302,34406,30,42,4101.675781,61888.13281,31,29,77,819,149.700791,0
udp,CON,dns,0.001028,146,178,2,2,568093.375,692607.0,31,29,73,89,0.009,0
tcp,FIN,ssh,0.185828,3728,5474,32,24,155498.6406,225843.25,31,29,117,228,6.194267,0
udp,INT,dns,9e-06,114,0,2,0,50666664.0,0.0,254,0,57,0,0.009,1
udp,INT,dns,9e-06,114,0,2,0,50666664.0,0.0,254,0,57,0,0.009,1
udp,INT,-,6e-06,104,0,2,0,69333328.0,0.0,254,0,52,0,0.006,0
tcp,FIN,-,0.80211,886,268,10,6,7959.007812,2234.107422,254,252,89,45,89.058222,0
udp,INT,dns,6e-06,114,0,2,0,76000000.0,0.0,254,0,57,0,0.006,1
tcp,FIN,-,0.508995,644,268,10,6,9116.00293,3520.66333,254,252,64,45,8398.4191,0
udp,CON,-,0.004593,568,320,4,4,741998.75,418027.4375,31,29,142,80,1.167667,0
udp,INT,dns,3e-06,114,0,2,0,152000000.0,0.0,254,0,57,0,0.003,1
udp,INT,-,9e-06,1762,0,2,0,783111104.0,0.0,254,0,881,0,0.009,1
tcp,FIN,-,0.922475,534,354,10,8,4171.386719,2688.419678,254,252,53,44,97.410222,0
udp,CON,dns,0.001103,146,178,2,2,529465.0625,645512.25,31,29,73,89,0.007,0
tcp,FIN,-,1.509859,610,354,10,8,2908.880859,1642.537476,254,252,61,44,167.657778,0
udp,INT,dns,5e-06,114,0,2,0,91200000.0,0.0,254,0,57,0,0.005,1
tcp,FIN,http,1.31872,19306,1087890,362,746,116798.1094,6590827.5,31,29,53,1458,3.652028,0
tcp,FIN,-,0.627893,564,354,10,8,6472.44043,3949.717773,254,252,56,44,69.339444,1
tcp,FIN,-,0.018335,1540,1644,16,18,630051.8125,677611.125,31,29,96,91,1.201467,0
udp,INT,dns,8e-06,114,0,2,0,57000000.0,0.0,254,0,57,0,0.008,1
unas,INT,-,9e-06,200,0,2,0,88888888.0,0.0,254,0,100,0,0.009,1
udp,INT,-,0.000108,503,0,2,0,18666666.0,0.0,64,0,252,0,0.108,0
tcp,FIN,-,0.715554,534,354,10,8,5377.651367,3465.845947,254,252,53,44,73.848333,0
tcp,FIN,-,0.661091,564,354,10,8,6147.413574,3751.374512,254,252,56,44,73.454556,1
tcp,CON,-,0.211485,986,86,6,2,31094.4043,1626.592896,62,252,164,43,42.297,0
tcp,FIN,-,3.78266,3722,95042,56,90,7732.125,198772.2969,31,29,66,1056,68.769656,0
tcp,FIN,-,0.532095,534,268,10,6,7231.791016,3367.81958,254,252,53,45,59.034556,0
tcp,FIN,-,0.033742,3182,39076,52,54,739968.0,9093237.0,31,29,61,724,0.655216,0
udp,INT,dns,3e-06,114,0,2,0,152000000.0,0.0,254,0,57,0,0.003,1
tcp,FIN,-,0.03067,4238,63516,72,74,1090316.25,16343789.0,31,29,59,858,0.439145,0
tcp,FIN,-,0.047888,4014,59460,68,70,660708.3125,9791347.0,31,29,59,849,0.720212,0
tcp,FIN,http,0.837841,750,1056,10,8,6445.137207,8822.676758,62,252,75,132,93.093444,1
tcp,FIN,http,0.777652,944,354,10,8,8744.270508,3189.087158,254,252,94,44,83.297222,1
tcp,FIN,-,12.960367,7816,15132,122,126,4785.049805,9266.404297,31,29,64,120,111.723102,0
tcp,FIN,http,1.160808,1684,10168,14,18,10778.69922,66188.38281,31,29,120,565,89.265387,0
udp,CON,dns,0.000976,130,162,2,2,532786.875,663934.4375,31,29,65,81,0.001,0
udp,INT,dns,9e-06,114,0,2,0,50666664.0,0.0,254,0,57,0,0.009,1
tcp,FIN,-,0.609097,514,268,10,6,6081.133301,2942.060059,254,252,51,45,67.576222,0
udp,INT,dns,9e-06,114,0,2,0,50666664.0,0.0,254,0,57,0,0.009,1
tcp,FIN,-,0.011922,2230,13500,34,36,1452776.375,8807247.0,31,29,66,375,0.362594,0
tcp,FIN,-,31.6392,1108,708,20,16,266.251984,167.89299,254,252,55,44,1664.515895,1
tcp,FIN,ssh,0.408693,3728,5474,32,24,70703.4375,102688.3281,31,29,117,228,13.183645,0
tcp,FIN,ftp-data,0.223188,8928,320,14,6,297184.4375,9570.407227,31,29,638,53,17.168307,0
arp,INT,-,0.0,46,0,1,0,0.0,0.0,0,0,46,0,60000.812,0
